	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Set	156.8714023	0.341867589	0.193892819	1.763178186	0.077870442	0.457059892
Ube2v1	319.1497921	-0.28209587	0.159043804	-1.77369922	0.076112916	0.457059892
Cdc45l	74.27933406	0.425940331	0.243266459	1.750920918	0.079959533	0.458908854
Dap3	113.6316178	-0.395238846	0.226859591	-1.742217926	0.081470318	0.459140389
Dennd4b	83.71802979	-0.456618162	0.261975757	-1.742978694	0.081337337	0.459140389
H3f3a	1193.045876	-0.301989583	0.173337392	-1.742206794	0.081472266	0.459140389
Hmgb2	748.4125764	0.337752233	0.19337739	1.746596292	0.080707391	0.459140389
Mapk1	80.12756286	0.390562666	0.223754345	1.745497575	0.080898294	0.459140389
Smarcd2	107.1548033	-0.368514314	0.211331437	-1.743774232	0.081198465	0.459140389
Hipk1	139.181263	-0.328410737	0.188760866	-1.73982428	0.081889878	0.460107992
H3f3b	564.476915	0.244184508	0.140523466	1.737677812	0.0822676	0.460846349
Cox5a	255.8341036	0.301399898	0.174594646	1.726283734	0.08429638	0.469739878
Phgdh	342.731141	0.362464433	0.210009288	1.725944775	0.084357348	0.469739878
Susd3	74.06795545	-0.48206449	0.279767823	-1.723087683	0.08487267	0.471207018
Capzb	832.1868611	-0.271579318	0.158297028	-1.715631193	0.086229566	0.473124684
Cybb	138.3919917	0.329910655	0.192245019	1.716094685	0.086144714	0.473124684
Hspbp1	102.7484262	-0.456506503	0.26598695	-1.716274062	0.086111893	0.473124684
Ralbp1	57.33595114	0.523238364	0.304274844	1.719624129	0.085500787	0.473124684
Acot7	103.5256695	-0.411636338	0.241536511	-1.704240644	0.088336139	0.474084159
Arfip2	62.97949837	0.515585678	0.30254911	1.704138803	0.088355159	0.474084159
Fcho1	77.9677969	-0.453431063	0.265533651	-1.707621844	0.087706533	0.474084159
Gm2397	171.9403069	-0.312725725	0.18331407	-1.705955931	0.088016285	0.474084159
Rab11a	58.39256561	0.50203638	0.294668959	1.703730118	0.088431519	0.474084159
Taf9	234.9082186	0.307195795	0.179626432	1.710192603	0.087230263	0.474084159
Timm17b	99.36534899	-0.407412265	0.237828518	-1.713050513	0.086703247	0.474084159
Tmem59	56.88021923	-0.447874758	0.261844222	-1.710462636	0.087180357	0.474084159
Dgkd	106.9068298	-0.417671334	0.245388124	-1.702084548	0.08873952	0.47437612
Tcf19	286.1100164	0.27982764	0.164677874	1.699242484	0.089273505	0.475871018
Arpc2	1290.649714	0.241617386	0.142338704	1.697481989	0.089605573	0.47628417
Poldip3	65.38176778	0.450801833	0.265908389	1.695327606	0.090013291	0.477095941
Tubb2c	2450.115595	0.313338943	0.185051807	1.693249841	0.090407921	0.477833956
Fam50a	57.08625548	-0.50698501	0.300288721	-1.68832518	0.091348824	0.477998997
Luc7l3	85.01777401	0.457589924	0.270589685	1.691084138	0.090820734	0.477998997
Polr2c	84.41945658	0.485777582	0.28782718	1.687740474	0.091461059	0.477998997
Rabep2	90.01403675	0.440834337	0.260951335	1.689335437	0.091155166	0.477998997
Strap	85.2413571	0.436329531	0.258969299	1.68486972	0.09201371	0.479547774
Uqcrfs1	408.456813	0.303513763	0.180311371	1.683275776	0.092321718	0.479816482
Pcbp2	384.4786465	0.313864263	0.186969853	1.678689152	0.093212641	0.483104853
Tmco1	91.486737	0.514971228	0.307725312	1.673476985	0.094233434	0.487046283
Rpl14	6324.670214	0.226282585	0.135439685	1.670725869	0.094775837	0.488500249
Parvg	69.68981138	-0.519245695	0.311566553	-1.666564304	0.095601072	0.491400014
Mybl2	55.73908035	0.480383127	0.288973415	1.662378274	0.096436952	0.491644517
Ncapd2	126.1653198	-0.407570787	0.245090585	-1.662939384	0.09632457	0.491644517
Rad21	104.4802557	0.366248444	0.220207064	1.66320025	0.096272358	0.491644517
Gatad2a	60.87346871	0.456580173	0.275277831	1.658615845	0.097193227	0.494153607
Rere	560.3305606	-0.253968956	0.153413681	-1.655451814	0.097832883	0.49605779
Psma6	214.9415935	-0.273079345	0.165543729	-1.649590395	0.099026741	0.500754141
Pabpn1	149.5190738	0.346299948	0.210259828	1.647009569	0.099556079	0.502073919
Hnrnpab	473.6740761	0.268306922	0.163351724	1.642510504	0.100484251	0.505392564
Gm4250	56.31549898	0.449237399	0.274743357	1.635116509	0.102024626	0.509034868
Usf2	83.77066602	-0.47273196	0.288847487	-1.636614411	0.101711063	0.509034868
Usp48	57.91131428	-0.50310764	0.307672084	-1.635207305	0.102005597	0.509034868
Scamp2	75.38362023	0.374374655	0.22950777	1.631206886	0.102846673	0.511771608
Ehmt2	135.4070223	-0.380652847	0.23379789	-1.628127813	0.103497787	0.513645517
Hmha1	307.4195487	-0.360552935	0.22204293	-1.62379831	0.104418861	0.514125497
LOC100504230	195.6253693	-0.309545014	0.19050121	-1.62489789	0.104184318	0.514125497
Mef2b	723.2612759	0.218086327	0.134190081	1.62520453	0.104118986	0.514125497
2900073G15Rik	256.5349533	-0.349821656	0.21599562	-1.619577543	0.105323057	0.515862407
Slc38a2	69.02343425	-0.465516433	0.287328032	-1.62015669	0.105198622	0.515862407
Cdc42	297.8622081	-0.246905176	0.152809156	-1.615774753	0.106143022	0.517170818
Pole	80.53883742	0.473737718	0.293042118	1.616619893	0.105960355	0.517170818
Mrps7	249.008262	-0.266539597	0.165623212	-1.609313057	0.107547906	0.51861374
Rps18	1897.029804	-0.288005371	0.178798992	-1.610777376	0.107228254	0.51861374
Rps9	6309.877296	-0.234631719	0.145712853	-1.610233511	0.107346888	0.51861374
Sdhaf2	77.04929561	-0.566894312	0.351915704	-1.610880975	0.107205667	0.51861374
Sidt2	130.8649087	-0.403459151	0.251473415	-1.60438093	0.108630112	0.522485705
Sfrs11	414.4374537	0.222583563	0.138926018	1.602173348	0.109117282	0.523483166
Pacs1	60.98816433	-0.5118856	0.319875064	-1.600267284	0.109539301	0.524163767
Fkbp4	224.242051	-0.352183919	0.220339398	-1.598370162	0.109960621	0.524837556
Snx5	185.7778057	0.32334224	0.202542291	1.596418397	0.110395411	0.525572048
Rpl15	1734.010541	0.217727072	0.13650284	1.595036946	0.110703974	0.52570339
Prelid1	458.027362	0.284266489	0.178381915	1.593583568	0.111029337	0.525913645
Ahsa1	183.6071946	-0.334933028	0.210719337	-1.589474574	0.11195329	0.528951025
Pdhb	118.8802383	0.403405872	0.255904458	1.576392513	0.114935373	0.541672751
Atg16l2	86.71124147	-0.389946777	0.248067131	-1.571940529	0.115964344	0.543315228
Ddx24	198.4357168	0.295612154	0.188512502	1.56813023	0.116850743	0.543315228
Lpxn	188.0599103	-0.336961183	0.215759387	-1.561745179	0.118348031	0.543315228
Med16	61.33034927	0.452471241	0.289512337	1.562873779	0.118082286	0.543315228
Ola1	59.80335507	0.461007608	0.293832538	1.568946759	0.116660345	0.543315228
Rbm14	119.5534633	-0.416162572	0.266472778	-1.561745162	0.118348035	0.543315228
Scrib	117.7930339	0.387308893	0.24808516	1.56119331	0.118478147	0.543315228
Syvn1	88.11901278	-0.445425241	0.284798851	-1.563999431	0.117817702	0.543315228
Tfam	135.982036	-0.342837276	0.219390647	-1.562679544	0.118127988	0.543315228
Tgfbr2	92.09189375	-0.370883523	0.237426355	-1.562099217	0.118264617	0.543315228
Zfp296	57.75478303	0.489518138	0.312600089	1.565956486	0.117358804	0.543315228
Cd72	58.22116878	0.494968649	0.317652977	1.558205604	0.119184517	0.54521817
A430084P05Rik	143.285288	0.3928556	0.252457415	1.556126208	0.119678084	0.546140721
1110002B05Rik	61.49307369	0.426037101	0.274166788	1.553934029	0.120200154	0.547107752
Ufc1	83.12697171	0.411936974	0.26528935	1.55278368	0.120474823	0.547107752
Eaf2	82.8648612	-0.382385727	0.246457917	-1.551525435	0.120775817	0.547146618
Gnb1	534.3712442	0.229006361	0.148048022	1.54683837	0.121902225	0.549588104
Pgp	149.1006043	0.406442771	0.262721213	1.547049693	0.121851263	0.549588104
Lonp2	141.049109	-0.405001411	0.262088049	-1.545287597	0.122276714	0.54995128
Ptp4a3	234.2369821	-0.294208098	0.19054998	-1.543994377	0.122589695	0.550036737
Cd53	161.2900444	-0.325448098	0.211174971	-1.541130071	0.123285133	0.551833691
Mef2c	177.5029624	0.292567417	0.190274851	1.537604236	0.124145411	0.551962532
Mgat1	116.09126	-0.434633169	0.282709301	-1.537385459	0.124198945	0.551962532
Pabpc1	1014.242175	0.278331473	0.180811739	1.539344042	0.123720327	0.551962532
Atp1b3	199.8273209	0.356184912	0.232799145	1.530009532	0.126014369	0.552432319
Chchd3	127.9894972	0.309476549	0.201537556	1.535577566	0.12464202	0.552432319
Cib1	122.1587205	0.345406809	0.226004349	1.528319301	0.12643328	0.552432319
Imp4	165.8788044	-0.348051497	0.228052201	-1.526192233	0.126961997	0.552432319
Litaf	57.48502574	0.435471545	0.284239833	1.532056715	0.12550844	0.552432319
Pcna	765.0991472	-0.288798345	0.188801344	-1.529641366	0.126105524	0.552432319
Plp2	125.8231359	-0.31473526	0.205986364	-1.527942212	0.126526886	0.552432319
Raly	69.5756666	-0.394676194	0.258517997	-1.526687494	0.126838739	0.552432319
Ube2k	63.15764161	-0.459055202	0.300070353	-1.529825251	0.12605999	0.552432319
Vim	414.237178	0.312440819	0.204986248	1.524203809	0.127457807	0.553302915
A130040M12Rik	189.850154	0.324473951	0.214185678	1.514918988	0.129792921	0.557118343
Cops5	149.0609605	0.267634608	0.176680976	1.514790186	0.129825547	0.557118343
Nasp	276.7934162	0.272374914	0.179789811	1.514963015	0.12978177	0.557118343
Slamf7	64.90789035	-0.389645993	0.257116101	-1.515447657	0.129659076	0.557118343
Ubap2	129.9538222	-0.329318768	0.217326511	-1.515317971	0.129691899	0.557118343
Akna	121.676454	-0.365029917	0.241370543	-1.51232173	0.130452036	0.557578478
Wbscr22	92.31615194	-0.405420336	0.268131609	-1.512019924	0.130528794	0.557578478
Cbx3	57.64839686	-0.485896703	0.321688795	-1.510455786	0.130927163	0.558006201
1110007A13Rik	93.20767229	0.321771955	0.213239596	1.508969072	0.131306687	0.558314091
2310014H01Rik	74.28001586	0.378083079	0.250966315	1.506509267	0.13193649	0.558314091
Ankrd10	138.6400807	-0.353126161	0.235137113	-1.501788282	0.133151795	0.558314091
Ppia	512.2276719	0.233053686	0.15457248	1.507730782	0.131623444	0.558314091
Rab1b	68.05290581	-0.4621037	0.308080231	-1.499945969	0.133628399	0.558314091
15-Sep	116.1691582	0.299976169	0.199699887	1.502134897	0.133062274	0.558314091
Slc1a5	153.4889063	-0.293867935	0.195947573	-1.499727355	0.133685042	0.558314091
Stk16	68.26512414	-0.384356629	0.255389494	-1.504982145	0.132328667	0.558314091
Ubap2l	161.197037	0.308822585	0.205754916	1.500924453	0.133375103	0.558314091
Isy1	95.75088405	-0.41019167	0.273850313	-1.497868179	0.134167503	0.559081063
Prpf38a	81.11960284	0.400255747	0.267665513	1.495357929	0.134821054	0.560555983
Ranbp1	637.0340888	0.239229234	0.160526596	1.49027787	0.136151189	0.564831207
Prdx6	86.10482016	0.403923139	0.271309086	1.488793264	0.136541817	0.565198538
Clptm1	164.048018	-0.33393874	0.225449086	-1.481215765	0.138549087	0.571224932
Coro1a	6672.69684	-0.215179708	0.145470263	-1.479200649	0.139086696	0.571224932
Hdgf	266.6617431	0.257542619	0.17416756	1.478706016	0.139218904	0.571224932
Sfpq	154.5622281	-0.295599	0.199826768	-1.479276287	0.139066488	0.571224932
Cd83	310.9769334	-0.273323416	0.185187763	-1.475925902	0.139963785	0.5730246
Nme2	697.5031665	0.218046775	0.147885075	1.474433947	0.14036479	0.57341162
Psmf1	105.4702472	0.344812399	0.23486151	1.468152013	0.142062936	0.577957438
Tmbim6	135.8317138	-0.322831231	0.219907396	-1.468032623	0.142095362	0.577957438
Ndufb9	82.79048257	0.418434307	0.285323546	1.466525678	0.142505131	0.578366812
Cdca2	70.44714214	0.389544879	0.266293502	1.462840347	0.14351107	0.578752172
Eif3b	401.5684178	0.23824228	0.162757884	1.463783353	0.143253152	0.578752172
Nfkbia	275.7613795	0.302295185	0.206658243	1.462778259	0.143528064	0.578752172
Parp8	86.65674161	0.370047783	0.253546015	1.459489642	0.144430389	0.581138191
Aaas	76.87116212	-0.368364295	0.252856872	-1.456809509	0.14516897	0.582584223
Isyna1	154.5787705	-0.343100809	0.235818895	-1.454933494	0.145687674	0.582584223
Jak1	145.2067925	0.306754202	0.210856227	1.454802666	0.1457239	0.582584223
Psmb2	301.794687	0.24204539	0.166608858	1.452776235	0.146285892	0.583584018
Pnkp	62.26744595	-0.443519339	0.305600646	-1.45130367	0.14669532	0.583972219
Mtmr14	313.2599685	0.266906015	0.184461533	1.446946749	0.147911839	0.58480584
Qdpr	147.0718495	0.409650829	0.28275854	1.44876554	0.14740307	0.58480584
Rpl17	1845.258712	-0.498860096	0.344974248	-1.446079231	0.14815498	0.58480584
Trim26	57.23396639	-0.421382458	0.291054953	-1.447776284	0.147679627	0.58480584
Nxf1	131.2253574	-0.331492779	0.229615897	-1.443683922	0.148827906	0.584996435
Tcof1	142.5852339	0.338565101	0.234515098	1.44368147	0.148828596	0.584996435
9030624J02Rik	73.76691844	-0.427831105	0.296659009	-1.442164545	0.14925596	0.585446334
Hdac3	83.04607168	0.331459955	0.23063168	1.437183112	0.15066597	0.586373594
Ipo5	100.2288112	0.366958444	0.254948072	1.439345831	0.150052564	0.586373594
Mrpl40	64.88409109	0.438479044	0.305052537	1.437388614	0.150607602	0.586373594
Ptpn18	61.5743134	0.374604074	0.260702669	1.436901569	0.150745964	0.586373594
Ubb	1893.203551	0.216394523	0.150765958	1.43530095	0.151201357	0.58692477
Rpl8	12292.79709	0.197902078	0.138111601	1.432914227	0.151882351	0.588347575
Ccdc50	143.3985397	-0.32664545	0.228217319	-1.431291244	0.152346762	0.588621466
Psme2	61.02147607	0.439147054	0.30699501	1.430469682	0.152582261	0.588621466
Cbfa2t3	57.32719238	0.416417447	0.291740753	1.427354397	0.153477768	0.590857829
Tomm40	96.31822453	-0.390736114	0.274381021	-1.424063924	0.154427969	0.593295132
Gltscr1	65.1925737	-0.443764863	0.311973915	-1.422442202	0.154897919	0.593881162
Cox6a1	225.487964	0.341384509	0.240362348	1.420291121	0.155522945	0.595058139
Cndp2	56.47097564	0.50872309	0.359964432	1.413259325	0.157579489	0.596815577
Ezh2	209.2288416	0.28143304	0.199242188	1.412517314	0.157797696	0.596815577
Ppp1cc	390.009421	0.21808132	0.153943214	1.416634842	0.156589716	0.596815577
Rplp2	1488.593452	-0.225873547	0.159731904	-1.414079101	0.157338679	0.596815577
Wnk1	104.8730886	-0.30265471	0.214179759	-1.413087359	0.15763004	0.596815577
Ywhab	244.8679086	0.255345061	0.180815876	1.412182753	0.157896158	0.596815577
2410001C21Rik	76.43065836	0.374402673	0.267421913	1.400044855	0.161499887	0.601467534
2900092E17Rik	244.9848067	-0.295744897	0.210411533	-1.405554594	0.159856427	0.601467534
Adrm1	326.1428856	-0.239939304	0.1712443	-1.401152057	0.161168608	0.601467534
Arl6ip1	255.7498699	0.249896068	0.178577941	1.399366948	0.161702973	0.601467534
Clta	915.5025111	-0.237961442	0.170210599	-1.398041271	0.162100674	0.601467534
Kif20a	68.86747639	-0.330756916	0.236451897	-1.398833842	0.161862815	0.601467534
Rab30	94.46213044	-0.337065896	0.240352128	-1.402383658	0.160800711	0.601467534
Sec13	204.0638501	-0.258698635	0.184972279	-1.398580567	0.161938797	0.601467534
Sfrs4	126.218943	-0.326536778	0.233701377	-1.397239426	0.162341585	0.601467534
Sirt7	82.88839997	-0.346729183	0.246558617	-1.40627485	0.159642525	0.601467534
Eefsec	72.68893764	0.477964041	0.342562774	1.395259723	0.162937533	0.602482459
Clk2	78.5179209	-0.439497004	0.317034235	-1.386276164	0.165662592	0.605630501
Eef1g	5194.449377	0.200094658	0.144363036	1.386051882	0.165731062	0.605630501
Gimap1	143.8211146	-0.304356057	0.219018449	-1.389636618	0.16463925	0.605630501
Gm1821	220.3584521	0.297655845	0.214325253	1.388804359	0.16489225	0.605630501
Itgb2	186.394003	-0.258953928	0.186697349	-1.387025203	0.165434078	0.605630501
Txnl1	128.7041638	0.353608007	0.255086994	1.386225155	0.165678163	0.605630501
Arhgap8	60.97190562	-0.457074457	0.336543617	-1.358143296	0.174418219	0.609037369
Bcap31	125.4093024	-0.353901135	0.260438274	-1.358867612	0.174188544	0.609037369
Ccdc88b	78.90256026	-0.38862761	0.28301992	-1.373145784	0.16970703	0.609037369
Cdk9	184.6641411	0.303335021	0.222125669	1.365600934	0.172064253	0.609037369
Clk3	67.69807212	-0.327318834	0.241036789	-1.357962142	0.174475697	0.609037369
Cnot10	58.48535141	-0.396485223	0.288970033	-1.372063458	0.170043684	0.609037369
Eif5b	147.2067473	0.263513968	0.193875421	1.359192241	0.174085679	0.609037369
Ewsr1	142.4531953	-0.255135106	0.185543742	-1.375067161	0.169110624	0.609037369
Gadd45b	216.9058869	-0.323436382	0.234889099	-1.37697485	0.168520024	0.609037369
Hnrnpa3	177.9647671	-0.279468619	0.204623011	-1.365773172	0.172010169	0.609037369
Klraq1	59.11075437	0.415423429	0.301661795	1.377116482	0.168476238	0.609037369
Man2b1	81.59917986	-0.375879854	0.274643042	-1.368612332	0.171120487	0.609037369
Mki67	434.7405858	0.280091936	0.204188914	1.371729395	0.170147694	0.609037369
Myst2	101.115305	0.354260174	0.256979263	1.378555491	0.168031848	0.609037369
Nans	71.98213688	0.356804865	0.261702923	1.363396561	0.172757564	0.609037369
Ndufa13	95.68589607	0.320077112	0.235513881	1.359058372	0.174128093	0.609037369
Ndufb8	165.7683381	0.286881408	0.208045179	1.378938023	0.167913864	0.609037369
Rps12	3477.59724	-0.197576197	0.144697399	-1.365444015	0.172113538	0.609037369
Suv39h1	60.61025581	0.358201216	0.263399221	1.359917522	0.173856025	0.609037369
Taf6	61.96691161	0.401010363	0.294949735	1.359588825	0.173960076	0.609037369
Timm23	204.4654979	0.250398526	0.181827589	1.377120643	0.168474951	0.609037369
Timm44	88.49497209	-0.349011832	0.255777605	-1.364512863	0.172406209	0.609037369
Tmem85	59.05415371	0.421306319	0.308406247	1.36607583	0.171915164	0.609037369
Ywhaq	161.3631116	0.255680248	0.186754563	1.369070951	0.170977097	0.609037369
Aldh16a1	60.9980431	-0.418744229	0.309199155	-1.354286457	0.175645005	0.609308733
Ccdc124	96.77036291	-0.312514383	0.230917627	-1.353358718	0.175941059	0.609308733
Fcer2a	105.1145377	-0.367295367	0.271417357	-1.353249369	0.175975978	0.609308733
Pdcd6	145.1735993	0.32433145	0.23978276	1.352605375	0.176181734	0.609308733
Ubr4	107.3838621	-0.355495649	0.262454608	-1.354503364	0.175575841	0.609308733
Ctbp1	192.6667933	0.246089568	0.182099178	1.351404056	0.176566035	0.609511166
Glud1	146.8776451	0.288687165	0.214072447	1.348548913	0.177481899	0.610124863
Lasp1	71.47052173	-0.410857401	0.304669941	-1.348532778	0.177487085	0.610124863
Nap1l1	2388.832073	0.246713074	0.183186136	1.346789007	0.178048196	0.610124863
Sod1	357.3829258	0.258572881	0.191964406	1.346983464	0.177985559	0.610124863
Ube2c	351.3348812	0.270430335	0.201062852	1.345003973	0.178623952	0.610978818
Ddt	66.15450224	0.339056544	0.252676138	1.341862147	0.179640697	0.613296102
Grk6	266.3881506	0.273324611	0.203838597	1.340887421	0.179957007	0.613296102
Cat	204.2320176	-0.263491738	0.196654598	-1.33987072	0.180287379	0.613304883
Dgkz	74.82473746	-0.320736887	0.23972754	-1.337922572	0.180921678	0.613818303
Wipi2	108.0086744	-0.332522558	0.248634919	-1.337392831	0.181094443	0.613818303
AI662270	76.42771004	-0.304760722	0.230478529	-1.322295504	0.186069769	0.618402435
Cxxc1	119.7988751	0.291428247	0.220978087	1.318810618	0.187232434	0.618402435
Gm4076	111.141111	0.363642862	0.274115974	1.326602229	0.184640298	0.618402435
H2-Ab1	9498.204044	-0.169884208	0.128077234	-1.326420024	0.18470061	0.618402435
H2-Oa	271.0964657	-0.221572158	0.167589533	-1.322112157	0.186130806	0.618402435
Ilf2	68.67782965	-0.359058084	0.270029696	-1.329698505	0.183617628	0.618402435
Lta4h	66.45371119	-0.409563462	0.311361522	-1.315395235	0.188377106	0.618402435
Mknk2	95.62617693	-0.31906168	0.240410167	-1.327155518	0.184457243	0.618402435
Nckap1l	160.8440848	-0.300211796	0.22840998	-1.314354983	0.188726772	0.618402435
Pdha1	77.81614111	0.43339678	0.329048034	1.317123141	0.187797351	0.618402435
Pkig	650.0488156	0.179933974	0.136065951	1.322402645	0.186034108	0.618402435
Ranbp3	92.21951261	-0.320985726	0.244035255	-1.315325221	0.188400625	0.618402435
